"ID","Exporter","E-mail Address","Postal Address","Physical Address","Location","Registration Date","Renewal Date"
"AVIAGEN1","Aviagen New Zealand Limited","dchapman@aviagen.com","PO Box 3395 Fitzroy New Plymouth 4341","2-10 Corbett Road, Bell Block","New Plymouth","16/02/2009","17/12/2021"
"AWANUI12","Awanui Foods Limited","rbraddock@awanuifoods.com","PO Box 99609 Newmarket Remuera Auckland 1149","Level 10, 11 Britomart Place","Auckland 1010","4/06/2020","4/06/2021"
"AZBUK2624","Azi's Global Investments Limited","admin@azisglobal.co.nz","14 Chayward Place Mangere Auckland 2022","14 Chayward Place, Mangere","Auckland 2022","29/08/2017","29/08/2021"
"ALFAPET1","Azure Group Limited","info@alfapet.co.nz","515C Mt Wellington Highway Mt Wellington Auckland 1060","515c Mt Wellington Highway, Mt Wellington","Auckland 1060","19/05/2015","8/06/2022"
"BVITAL1","B Vital Natural Health Products Limited","rosie.tan@icomp.co.nz"," ","2A Balmain Road, Chatswood","Auckland 0626","15/12/2017","7/01/2022"
"BKN11","B.K.N. Foods Limited","kim@greenfieldsireland.co.nz","P.O Box 391 Whangamata 3643","112 Given Ave","Whangamata 3620","29/09/2017","29/09/2021"
"BABYCARE8","Babycare Trading Limited","nzyyj@hotmail.com","4 Matau Rise Te Atatu Peninsula Auckland 0610","76B Bollard Avenue, New Windsor","Auckland","4/10/2012","12/07/2021"
"FOG7701","Babyu International Trading Limited","babyu.trade@gmail.com","22 Eastwood Rise Browns Bay Auckland 0630","22 Eastwood Rise, Browns Bay","Auckland 0630","10/04/2013","10/04/2022"
"ELN1199","Back Country Foods Limited","info@bcfoods.co.nz","P.O. Box 1060 INVERCARGILL 9840","150 Otepuni Avenue","Invercargill","25/06/2010","1/05/2022"
"BACK02","Back Country Manuka Limited","jason.vicki@xtra.co.nz"," ","89 McHardie Road, RD1","Bulls 4894","8/07/2020","8/07/2022"
"BAICAI1","Baicai Limited","zshudian@gmail.com","75/17 Georgia Terrace Albany Auckland 0632","75/17 Georgia Terrace, Albany","Auckland","4/06/2020","4/06/2021"
"BACO1","Bailey + Co Limited","mike@baileyco.nz"," ","12/30 Foundry Road","Silverdale 0932","19/02/2020","19/02/2022"
"BEO1","Bakels Edible Oils (NZ) Limited","justin.wilson@beobakels.co.nz","PO Box 4117 MT MAUNGANUI SOUTH 3149","5 Hutton Place","Mount Maunganui 3116","13/01/2000","1/05/2022"
"BAKERBOY02","Baker Boys Limited","jill@bakerboys.co.nz","PO Box 19684 Woolston Christchurch 8241","10 Helanca Avenue, Wainoni","Christchurch","25/03/2014","24/07/2021"
"BLNZL1","Balanced Life NZ Limited","balanced.kim@gmail.com","PO Box 6349 Upper Riccarton Christchurch 8442","14 Amyes Road, Hornby","Christchurch","6/04/2020","6/04/2021"
"ELN1054","Ballande New Zealand Limited","rhonda@ballande.co.nz","P O Box 8986 Symonds Street AUCKLAND 1150","128 Broadway, Level 6, Newmarket","Auckland 1023","1/06/2000","31/03/2022"
"BFNZ2","Ballantyne Foods Pty (NZ) Limited","brendan.ford.nzbc@fonterra.com","PO Box 332 Morrinsville 3340","Allen Street","Morrinsville 3300","14/04/2016","5/02/2022"
"BANSI1","Bansi New Zealand Trading Company Limited","lilianw@bansi.co.nz","45I Arrenway Drive Rosedale Auckland 0632","45I Arrenway Drive, Rosedale","Auckland 0632","17/01/2019","27/03/2022"
"OYSTER2012","Barnes Oysters Limited","graeme.wright@barnesoysters.co.nz","PO Box 844 Invercargill 9840","Cnr Spey & Bond Streets","Invercargill","12/11/2012","12/11/2021"
"HIGHTAX1","Barry Ryan trading as High Country Taxidermy","highcountrytaxidermy@xtra.co.nz","113 Tricketts Road RD 6 Christchurch 7676","113 Tricketts Road, West Melton","Christchurch 7676","5/09/2012","18/09/2021"
"BRETT1","Barton Holdings Limited","brett@bartonholdings.co.nz","150 Wortley Rd, RD 3 , New Plymouth 4373 New Zealand","150 Wortley Road","New Plymouth","6/11/2019","12/08/2021"
"BB12157","Basically Bush Limited","admin@basicallybush.co.nz","2 Fox Street Woodville 4920","2 Fox Street","Woodville 4920","4/09/2015","4/09/2021"
"BM1","Bates Mills Limited","office@wadsworthheap.co.nz","PO Box 39-093 Harewood Christchurch 8545","81 Merrin Street, Avonhead","Christchurch","21/09/2016","21/09/2021"
"BAXTER1","Baxter Brenton Commercial Company Limited","adrian_kongkiat@hotmail.com","402/81 Halsey Street Auckland central Auckland 1010","402/81 Halsey Street","Auckland","16/07/2019","16/07/2022"
"BAYC01","Bay Cuisine Limited","mike@baycuisine.co.nz","PO Box 3079 Onekawa Napier","70 Dunlop Road","Onekawa 4110","5/08/2016","21/08/2021"
"BOPGA6","Bay of Plenty Group Limited","jennifer@bayofplentygroup.com","Unit 4 152 Foundry Road Silverdale Auckland 0932","Unit 4, 152 Foundry Road, Silverdale","Auckland","14/06/2016","14/06/2021"
"BPLP1","Bay Packers Limited Partnership","stevem@baypackers.co.nz","PO Box 4649 MOUNT MAUNGANUI 3149","C/- BDO Tauranga, Suite 1 525 Cameron Road","Tauranga 3110","28/03/2018","28/03/2022"
"BAYPET1","Bay Pet Co. Limited","admin@baypetco.co.nz"," ","12 Tokomaru Drive","Havelock North 4130","11/09/2020","11/09/2021"
"NUMEGANZ1","BDP International (New Zealand) PTY Limited NZ agent for Nu Mega Ingredients (NZ) Limited","nu-mega.nz@bdpint.com","c/- BDP International PO Box 476 Shortland Street Auckland 1140","C/- BDP International, Level 2, 90 Symonds Street","Auckland 1010","19/12/2018","23/06/2021"
"IBH666","Beauty and Health Limited","manager@ibh.co.nz"," ","1996 Great North Rd, Avondale","Auckland 1026","29/06/2020","29/06/2021"
"515","Becroft Seafood Limited","rhonda@becroftbros.co.nz","81 Alnwick Street Warkworth 0910","81 Alnwick Street","Warkworth 0910","26/11/2019","26/11/2021"
"BEEBIO2","Bee Bio Limited","accounts@beebioskin.com"," ","Airport Business Park - Unit 4B, 92 Russley Road","Christchurch","9/01/2020","9/01/2022"
"BEECNR1","Bee Corner Limited","info@manukacorner.co.nz","50 Rising Parade Fairview Heights Auckland 0632","50 Rising Parade, Fairview Heights","Auckland","9/06/2017","9/06/2021"
"BEEMAX1","Bee Enterprises Limited","beemax@xtra.co.nz","110 Marae O Rehia Road RD3 Waiuku 2683","110 Marae O Rehia Road, RD3","Waiuku 2683","7/05/2020","7/05/2021"
"BEEEXT1","Bee Extreme Limited","johnpmills@slingshot.co.nz","23 Wairakei Avenue, Papamoa East, Papamoa 3118","162 Number 3 Road","Te Puke","3/07/2020","3/07/2021"
"BEEFRESH1","Bee Fresh Farms Limited","info@beefresh.nz","PO Box 5310 Wellington 6140","147 Onepu Road, Lyall Bay","Wellington","1/02/2018","28/02/2022"
"BEEHAP70","Bee Happy Enterprises Limited","morganenterpriseslmtd@gmail.com","PO Box 812 Kerikeri","38 Kemp Road","Kerikeri","9/04/2020","9/04/2021"
"BEEMHO1","Bee My Honey Limited","jrdreaver@xtra.co.nz","251 Tancreds Road, Lincoln Christchurch, 7672","251 Tancreds Rd, Lincoln","Christchurch","7/07/2016","7/07/2021"
"BPNZ01","Bee Products NZ Limited","gkd@kinect.co.nz"," ","106 Lansdowne Road, RD1 Richmond","Nelson 7081","17/05/2021","17/05/2022"
"BEESTEES83","Bee Tees Infinity Trading Limited","beeteesnz@gmail.com","8 Earn Place Southgate Wellington 6023","8 Earn Place, Southgate","Wellington","17/07/2018","17/07/2022"
"KINGBWIZ3","Bee Wize Aotearoa Limited","murraymoses@maxnet.co.nz"," ","253 State Highway 10","Cable Bay 0420","15/02/2021","15/02/2022"
"BEEZTHI786","Bee'z Thingz Limited","enquiries@beezthingz.co.nz"," ","123 Coronation Road Papatoetoe","Auckland 2025","17/02/2020","17/02/2022"
"BBF1","Beechbank Farm Limited","loffhagen.p.a@gmail.com"," ","36 Christians Road, Hawarden","North Canterbury 7835","24/03/2021","24/03/2021"
"BEEHIVE2","Beehive Global Limited","josephjajjo@hotmail.com"," ","22 Halsey Road, Manurewa","Auckland 2102","4/08/2020","4/08/2021"
"BEELENT10","Beelieve Enterprises Limited","josh@beelieve.co.nz","2/20B Owens Place, Mount Maunganui 3116","23 Brown Street","Tauranga 3110","2/06/2021","2/06/2022"
"BEENZ1","Beenz Limited","julie@beenz.co.nz","85 Tetley Road RD 2 Katikati 3178","85 Tetley Road, RD 2","Katikati 3178","4/05/2015","4/05/2022"
"BEKLAND100","Bekland Limited","beklandltd@gmail.com","21 Ponderosa Drive Oteha Auckland 0632","21 Ponderosa Drive, Oteha","Auckland 0632","7/08/2020","7/08/2021"
"BEL1","Bell Global Limited","admin@bellglobal.nz","PO Box 3927 Shortland Street Auckland 1140","49 Fontenoy Street, Mount Albert","Auckland","30/06/2015","30/06/2021"
"BELLTREE2","Bell Trees New Zealand Honey Limited","info@belltrees.co.nz","1434 Tram Road RD 5 Rangiora 7475","1434 Tram Road, RD 5","Rangiora","17/11/2011","17/11/2021"
"38899CP","Bella New Zealand Manuka Honey Limited","wendy13@hotmail.co.nz","PO Box 24131 Abels Hamilton 3253","122 Bellevue Road, Pukemoremore","Hamilton 3284","20/12/2018","8/09/2021"
"11PENG26","Besmore Healthlife & Homelife Limited","appleyu@besmore.co.nz","90B Commerce Street Frankton Hamilton 3210","90B Commerce Street, Frankton","Hamilton 3204","12/02/2019","12/02/2022"
"CHOICE2011","Best Choice Limited","healthway2015@gmail.com","166A Harris Road East Tamaki Auckland 2013","166A Harris Road, East Tamaki","Auckland 2013","11/03/2016","11/03/2022"
"BH2017","BEST HEALTH 2017 LIMITED","besthealthoffice@gmail.com"," ","Level 2, Unit 7b, 75 View Rd","Wairau Valley 0627","13/12/2019","13/12/2021"
"BESTHEALT1","Best Health Products Limited","james.g@nuztri.co.nz","118 Hayton Road Wigram Christchurch 8042","118 Hayton Road, Wigram","Christchurch 8042","3/04/2014","29/06/2022"
"BMPF2019","Best Mates Petfood Company Limited","sam@bestmatespetfood.nz","PO Box 143, Waihi 3641","10 Dean Crescent","Waihi 3682","20/03/2019","20/03/2022"
"BF1951","Beverley Forrester","forrester@amuri.net","Blackhills 701 Karaka Road Hurunui, RD 1, Hawarden North Canterbury 7385","Blackhills, 701 Karaka Road, Hurunui, RD 1","Hawarden 7385","30/06/2000","28/06/2022"
"EXWCS1","BHJ New Zealand Limited","sara.ross@bhj.co.nz","PO Box 301 WANGANUI 4541","1-11 Gilberd Street, Castlecliff","Wanganui 4501","9/09/2019","14/12/2021"
"BIGGAME1","Big Game Taxidermy NZ Limited","stuffem@biggametaxidermy.com","PO Box 52353 Kirwee 7543","51a Dawn Place","Kirwee","8/12/2014","8/12/2021"
"BINXI01","Binxi Foods NZ Limited","accounts@bxfoods.co.nz","PO Box 421 Oamaru 9444","17A Mahia Street","Napier 4110","16/01/2015","6/01/2022"
"BIOCARE188","Bio-Care Health Products (NZ) Limited","info@bio-care.co.nz","3 Havenwood Place Birkenhead Auckland 0626","6 Cebel Place, Albany","Auckland","9/09/2014","21/09/2021"
"BIOMER01","Bio-Mer Limited","info@bio-mer.co.nz","PO Box 6024 Upper Riccarton CHRISTCHURCH 8442","38 Sonter Road, Sockburn","Christchurch 8042","9/05/2014","20/01/2022"
"BIOSTART2","Bio-Start Limited","logistics@biostart.co.nz","PO Box 33902 33 Anzac Street Takapuna Auckland 0740 New Zealand","227 Top Road RD3","Morrinsville 3373","31/07/2020","31/07/2022"
"BIOH1","BIOHEALTH LIMITED","andrew@biohealth.co.nz","10 Te Mara Way RD1 Richmond 7081","10 Te Mara Way, RD1","Richmond 7081","11/08/2016","11/08/2021"
"BH1","Biohoney Limited","terry@biohoneynz.co.nz","PO Box 912 Nelson 7040","142 Collingwood Street","Nelson","31/05/2016","12/06/2022"
"183","Biomarine Limited","gill@biomarine.co.nz","P O Box 183 Warkworth 0910","482 Woodcocks Road","Warkworth","26/09/2016","25/07/2022"
"HL3439","Biomed Solutions Company Limited trading as Healthland","healthland71@gmail.com","PO Box 104051 Lincoln North Henderson Auckland 0610","Unit 9/42 Paramount Drive, Henderson","Auckland","4/12/2019","4/12/2021"
"BIO5","Biophive Limited","office@biophive.com","PO Box 62 Feilding 4740","101 Kawakawa Road","Feilding 4775","26/10/2011","19/11/2021"
"BIORAX08","Biorax Limited","kandy.tricom@xtra.co.nz","40 Castor Bay Road Castor Bay Auckland 0620","40 Castor Bay Road, Castor Bay","Auckland","25/06/2018","25/06/2021"
"BVEXP01","Biovit GMP Laboratories Limited","administrator@biovitlabs.com","1/6 Wilk Lane Browns Bay Auckland 0630","6 Wilk Lane, Browns Bay","Auckland","12/12/2014","12/12/2021"
"BHTV1904","Birch Hill Trading Co Limited","jwhite@birchhill.co.nz","136 Garry River Road RD3 Rangiora 7473","136 Garry River Road, RD3","Rangiora","19/07/2016","19/07/2022"
"BIRDDIR1","Birds Direct NZ","birdsdirectnz@gmail.com"," ","21 Martyn Street, Rangiora 7400","Rangiora","6/01/2021","6/01/2022"
"BBWOOL1","Bloch & Behrens Wool (NZ) Limited","bbnz@blochwool.com","PO Box 9024 Tower Junction CHRISTCHURCH 8149","503 Blenheim Road, Sockburn","Christchurch 8042","12/05/2000","1/05/2022"
"BLOSSOM28","Blossom International Limited","jessng.hn@gmail.com"," ","28 Faram Place Massey","Auckland 0614","27/01/2020","27/01/2022"
"BLPP8","Blossoms BH Wholesale(NZ) Limited","info@blossomswholesale.com.au","15 Everley Rd, Chester Hill, NSW 2162, Australia","73 Mount Taylor Drive, Glendowie","Auckland 2162","29/07/2020","29/07/2021"
"BBGL1109","Blue Bay Group Limited","blue-bay@hotmail.co.nz","58 Penguin Drive Murrays Bay Auckland 0630","58 Penguin Drive, Murrays Bay","Auckland","31/07/2018","31/07/2021"
"BLUEOS1","BLUE OCEAN SEAFOOD LIMITED","andy@nziconic.co.nz","9 Cuthill Close Albany Auckland 0632 New Zealand","9 Cuthill Close, Albany","Auckland","24/02/2021","24/02/2022"
"BOBNZ1","Blue Origin Biotech (NZ) Limited","carmenwf011@gmail.com"," ","Suite B, Building 6 331 Rosedale Road, Albany","Auckland 0632","8/04/2021","8/04/2022"
"DSP11","Blue River Dairy LP","suzii.chen@blueriverdairy.co.nz","PO Box 1547 Invercargill 9840","111 Nith Street","Invercargill","25/03/2014","15/08/2021"
"ELN1214","Blue Sky Meats (N.Z.) Limited","vicki@lamb.co.nz","PO Box 4249 Auckland 1140","11A Augustus Terrace, Parnell","Auckland","6/07/2015","4/05/2022"
"LESNAK011","Bluebird Foods Limited","almira.talagtag@pepsico.com","Private Bag 76 903 Manukau 2241","124 Wiri Station Road, Manukau","Auckland 2104","2/10/2017","2/10/2021"
"BLUELT1","Bluetag Livestock Trading Limited","ross.gibson@bluetaglivestock.com"," ","Level 34 Vero Centre, 48 Shortland Street","Auckland 1010","9/10/2020","9/10/2021"
"BML02","BML Group Limited","christian@thebmlgroup.com","30 Waiwetu Street Fendalton Christchurch 8052","30 Waiwetu Street, Fendalton","Christchurch","3/06/2020","3/06/2021"
"BT1410","Bobike Tiune","rutabobike@gmail.com"," ","17/12A Tironui Station Road East, Takanini, Papakura","Auckland 2112","6/08/2020","6/08/2021"
"BODCO1","Bodco Limited","howard.zheng@bodcodairy.com","6 - 10 Kaimiro Street Pukete Hamilton 3200","6 – 10 Kaimiro Street, Pukete","Hamilton 3200","2/06/2015","2/06/2022"
"18561","Bon Accord Products Limited","maribel@bonaccord.co.nz","PO Box 71-72 Rosebank AUCKLAND 1348","22 Jomac Place, Avondale","Auckland","21/10/2015","21/10/2021"
"BONAFOLK88","Bonafolk International Limited","info@pas2008.co.nz","33 Patteson Avenue Mission Bay Auckland 1071","33 Patteson Avenue Mission Bay","Auckland","24/05/2018","15/06/2022"
"BOSTOCKEX1","Bostock Brothers Limited","benb@bostock.nz","PO Box 2438 Hastings 4153","30B James Rochfort Place","Hastings","24/02/2016","24/02/2022"
"DMP3","Bostock New Zealand Limited","michelley@bostock.nz","P O Box 9151 Newmarket Auckland 1149","5 Kirkwood Road","Hastings","22/12/2014","22/12/2021"
"BOTANIC21","Botanic Healthcare (NZ) Ltd","gaurav@botanichealthcare.net"," ","1/336 Durham Street, North City Centre","Christchurch 8013","24/06/2021","24/06/2022"
"BOUNTY1","Bounty Seafoods (NZ) Limited","peter@bountycuisine.com","P.O. Box 1676 NELSON 7040","Ground Floor, The Sands, 623 Rocks Road, Tahunanui","Nelson","1/11/1999","1/05/2021"
"BOUT1","Boutelje Products Limited","admin@bouteljeproducts.co.nz","PO BOX 71160 Rosebank","Units 2 and 3, 13 Honan Place, Avondale","Auckland 1026","14/07/2020","14/07/2022"
"BOVITECH1","Bovitech Limited","bovitechltd@gmail.com"," ","14 Manawa Road Remuera","Auckland 1050","11/09/2019","11/09/2021"
"BOWLS1","Bowl & Bowls Limited","wenzhu.q@bowlbowls.co.nz","Unit C1, Kakano Business Park 6A Topere Way Westgate 0814","Unit C1, Kakano Business Park, 6A Topere Way","Westgate","20/02/2020","20/02/2022"
"CPH01","Bradley John Alexander trading as Cathedral Peaks Honey","Brad.Alexander@windowslive.com","268B Hillside Manapouri Road RD 1 Te Anau 9679","268B Hillside Manapouri Road","Te Anau","7/07/2020","7/07/2021"
"B5Q","Braguta's Queens Limited","aurelbraguta@yahoo.com","221c Waitao Road RD5 Tauranga 3175","221c Waitao Road, Welcome Bay","Tauranga 3175","25/02/2020","23/03/2022"
"NZHONEY1","Braided River Honey Limited","braided@twochain.com","885 Two Chain Road RD5 Rangiora 7475","885 Two Chain Road, RD5","Rangiora","27/08/2018","27/08/2021"
"BRANDNL1","Brand Nation Limited","admin@brandnation.co.nz"," ","45 Dysart Lane, Kumeu","Auckland 0891","22/10/2020","22/10/2021"
"SALKAT21","Brenntag New Zealand Limited","thilini.hettiarachchi@Brenntag-asia.com","PO Box 8111 Symonds St Auckland 1035","Level 2, Building C, 602 Great South Road, Ellerslie","Auckland 1051","12/03/2015","30/04/2022"
"REDDING1","Brian Redding Limited","wool@bredding.co.nz","PO Box 49 Gore 9740","4 Aparima Street","Gore 9710","10/12/1999","1/05/2022"
"BIE01","Bright Ideas Enterprises Limited","barbara@bright-ideas.co.nz","Private Bag 300900 Albany Auckland 0752","12B Piermark Drive, Albany","Auckland","27/11/2017","27/11/2021"
"NMQ1559","Bright Middle Eastern Horizons Limited","qassabnm@yahoo.com","15 Barwick Place Hamilton 3210 New Zealand","15 Barwick Place","Hamilton 3210","23/09/2020","23/09/2021"
"A80MAYSRD8","Bright Star International Culture Exchange Co Limited","mead98410@hotmail.com","1278C New North Road Avondale Auckland 1026","1278C New North Road, Avondale","Auckland","11/11/2019","11/11/2021"
"BROCKLYN01","Brocklyn Trading Limited","russell@brocklyn.co.nz","78a Staveley Street Avonhead Christchurch 8042 New Zealand","78a Staveley Street Avonhead","Christchurch 8042","7/04/2014","7/04/2022"
"BPHL1","Bromley Park Hatcheries Limited","jane@bromley.co.nz","PO Box 100 Tuakau 2342","115 Brown Road, Tuakau","Waikato","10/07/2000","10/07/2022"
"D7137","Bronz Bees","kevindsnowdon@gmail.com","1310 whakatau St Rotorua 3010","1310 whakatau St","Rotorua 3010","28/11/2019","28/11/2021"
"ERICZ1","Brook & Hills Trading Limited","313502707@qq.com","395R Welcome Bay Road RD 5 Tauranga 3175","395R Welcome Bay Road, RD 5,","Tauranga 3175","14/12/2020","14/12/2021"
"BTLTIM1","Brosnan Transport Limited","greg@brostrans.co.nz","PO Box 2147 Washdyke Timaru 7941","80 Seadown Road, Washdyke","Timaru 7910","17/10/2019","17/10/2021"
"BUBSNZ1","Bubs New Zealand Pty Limited","Bryce.waldie@bubsaustralia.com"," ","74a Muricata Ave","Mount Maunganui 3116","18/04/2019","18/04/2022"
"ALPHAAP1","Buen Apiary (NZ) Limited","sunny.bu@buen-apiary.co.nz","PO Box 204369 Highbrook Auckland 2161","2 Newark Place, Otara","Auckland","27/11/2018","27/11/2021"
"BUENBIO01","Buen Bioceuticals (NZ) Limited","sherry.zhao@alphalabs.co.nz","48 Crooks Road East Tamaki Auckland 2013","Units C, D & E, 8 Blackburn Road East Tamaki","Auckland 2013","8/07/2015","6/05/2022"
"SEA8007","Buen Ocean Delicacy (NZ) Limited","beehoong.low@buen-ocean.co.nz","PO Box 204369 Highbrook Auckland 2161","39-41 Stonedon Drive, East Tamaki","Auckland","13/05/2020","13/05/2022"
"GREENNUT1","Buen Wellness (NZ) Limited","elva.guo@alphalabs.co.nz","PO Box 204368 Highbrook Auckland 2161","2/44 Crooks Road, East Tamaki","Auckland","23/08/2012","23/08/2021"
"BURNARD1","Burnard International Limited","jack.cheung@burnard.co.nz","PO Box 53 062 Auckland Airport Auckland 2022","33 Rennie Drive, Airport Oaks","Auckland","24/08/2006","28/10/2021"
"BMH18","Bushmans Honey Limited","bushmanshoney@gmail.com","60 John Wilson Road RD1 Tangiteroria 0381","60 John Wilson Road, RD1","Tangiteroria","13/12/2018","13/12/2021"
"BUTCHPF5XP","Butch Pet Foods Limited","toa@butch.co.nz","5 Rupeke Place Henderson Auckland 0612","6 Rupeke Place, Henderson","Auckland 0612","3/12/2014","10/12/2021"
